doctor,specialty,treat,n_years,move_year,doc_group,doc_hrr,female,age,experience,white,n_choice,n_refer
1316966062,cardioem,1,1,2015,330791,439,1,44,16,0,132,1
1720039548,cardioem,0,1,2015,199065,439,1,44,15,1,132,1
1043522402,cardioem,1,2,2015,328902,440,1,40,16,0,87,4
1093925794,cardioem,0,1,2015,201970,440,0,42,9,0,68,2
1144451840,cardioem,1,1,2015,328912,440,0,39,15,0,68,3
1215922182,cardioem,1,1,2015,329700,440,0,43,16,1,68,3
1457346603,cardioem,1,1,2015,329700,440,1,38,10,1,68,3
1194750117,cardioem,1,1,2015,330812,441,0,54,16,0,23,3
1346570728,cardioem,1,1,2015,329696,441,0,54,26,1,23,1
1386807725,cardioem,1,1,2015,330812,441,0,41,13,0,23,2
1538168521,cardioem,1,1,2015,329696,441,0,65,40,1,23,1
1023192994,cardioem,0,1,2015,71733,443,1,56,28,1,43,1
1720141252,cardioem,0,1,2015,223733,443,1,42,15,1,43,1
1538456892,cardioem,1,1,2015,72098,444,0,33,4,1,25,2
1104059708,cardioem,0,1,2015,6885,447,1,35,3,0,30,1
1407849433,cardioem,0,1,2015,207151,447,0,61,36,1,30,1
1861411043,cardioem,1,1,2015,161278,447,1,40,12,1,30,1
1942247689,cardioem,1,1,2015,156960,447,0,60,,1,30,2
1407915978,cardioem,1,2,2015,162277,449,0,51,25,1,151,3
1851529929,cardioem,1,1,2015,161910,451,1,42,9,0,138,2
1093026882,cardioem,0,1,2015,293115,457,0,32,5,1,6,2
1124214770,cardioem,0,1,2016,261682,1,1,37,9,1,149,1
1275843609,cardioem,0,1,2016,263438,1,0,48,24,1,149,2
1730104951,cardioem,0,1,2016,263591,2,0,64,38,1,10,1
1144398678,cardioem,0,1,2016,122105,5,0,42,16,0,33,1
1124389366,cardioem,0,1,2016,186886,6,0,32,4,1,47,1
1477714889,cardioem,0,1,2016,263012,6,0,36,8,1,47,2
1609005321,cardioem,0,1,2016,261133,6,1,37,12,1,47,3
1669634796,cardioem,1,1,2016,262478,6,0,39,10,1,47,2
1093815722,cardioem,0,1,2016,263594,9,1,47,20,1,9,1
1366444952,cardioem,0,1,2016,262084,9,0,56,26,1,9,1
1437313491,cardioem,0,1,2016,328271,11,0,47,22,1,64,1
1457619371,cardioem,0,1,2016,328274,11,0,33,7,1,64,4
1952587750,cardioem,0,1,2016,227426,11,0,44,11,1,64,1
1003161035,cardioem,1,1,2016,102683,12,0,34,0,1,212,2
1013966795,cardioem,1,1,2016,196136,12,1,48,21,1,212,2
1063460830,cardioem,0,1,2016,298097,12,0,57,23,1,212,2
1558487983,cardioem,1,1,2016,325153,12,1,61,11,1,212,1
1659514594,cardioem,0,1,2016,49131,12,1,46,17,0,212,4
1750371324,cardioem,0,1,2016,323808,12,0,43,18,0,212,2
1952571341,cardioem,0,1,2016,189361,12,0,37,12,0,212,2
1255539946,cardioem,0,1,2016,177900,14,1,41,16,0,19,5
1316184948,cardioem,0,1,2016,328272,14,0,38,12,0,19,3
1427275775,cardioem,0,1,2016,328272,14,0,48,22,1,19,1
1437296795,cardioem,0,1,2016,50759,15,1,36,10,1,65,4
1477592467,cardioem,0,1,2016,64063,15,1,47,18,0,65,5
1902062219,cardioem,1,1,2016,272397,16,1,42,8,1,21,3
1033405824,cardioem,0,1,2016,298619,19,0,30,5,0,106,2
1457557936,cardioem,1,1,2016,274010,19,1,35,9,1,106,2
1972503399,cardioem,0,1,2016,260520,21,0,47,21,1,20,1
1235369307,cardioem,0,1,2016,285923,22,0,37,10,1,8,4
1295966695,cardioem,1,2,2016,114225,22,0,33,7,1,53,4
1215032305,cardioem,0,1,2016,210956,23,0,48,22,1,159,1
1629237276,cardioem,0,1,2016,85271,23,1,44,10,0,159,2
1053549196,cardioem,1,1,2016,338045,25,1,40,7,0,42,2
1336400431,cardioem,1,1,2016,271226,33,1,33,4,0,36,2
1467652537,cardioem,1,1,2016,271226,33,0,36,12,0,36,1
1659534204,cardioem,1,1,2016,271226,33,1,54,24,0,36,3
1386847531,cardioem,0,2,2016,110100,43,0,53,21,1,514,2
1396172110,cardioem,0,2,2016,209220,43,0,62,32,1,514,2
1487663233,cardioem,1,1,2016,194574,43,1,57,24,0,43,1
1407816259,cardioem,1,1,2016,340455,56,0,42,18,1,473,4
1679539951,cardioem,0,1,2016,134295,56,0,45,21,1,473,1
1780703355,cardioem,0,1,2016,258076,56,1,55,28,1,473,1
1861558918,cardioem,0,1,2016,23199,56,0,56,32,1,473,2
1972757219,cardioem,0,1,2016,258076,56,1,37,15,1,473,3
1033254586,cardioem,0,1,2016,90717,58,1,37,10,1,36,1
1083689335,cardioem,0,1,2016,99591,58,0,59,31,1,36,1
1780815522,cardioem,0,1,2016,335765,58,0,33,7,1,36,2
1427029040,cardioem,1,1,2016,134295,62,0,49,23,1,13,2
1427057306,cardioem,0,1,2016,134067,69,0,61,32,1,26,1
1912012972,cardioem,1,1,2016,342209,69,1,65,38,1,26,1
1811093461,cardioem,1,1,2016,134295,73,0,69,44,1,17,4
1083870968,cardioem,1,1,2016,270897,77,1,38,12,0,103,3
1235459793,cardioem,1,1,2016,271191,77,1,39,14,0,103,2
1366738825,cardioem,0,1,2016,192484,77,0,37,5,1,103,1
1568541274,cardioem,0,1,2016,270510,77,1,55,23,1,103,1
1770672859,cardioem,1,1,2016,271191,77,1,57,26,1,103,3
1780678706,cardioem,1,1,2016,333414,77,0,52,26,1,103,1
1871725895,cardioem,0,1,2016,200984,77,1,33,9,0,103,1
1124315601,cardioem,1,1,2016,108586,78,0,33,5,1,20,2
1558302604,cardioem,1,1,2016,134113,80,1,57,28,1,179,2
1992999551,cardioem,1,1,2016,337155,80,1,41,12,1,179,3
1053494997,cardioem,0,1,2016,114135,81,0,46,18,1,81,2
1346454220,cardioem,1,1,2016,334626,81,0,41,17,0,81,1
1891718185,cardioem,0,1,2016,114241,81,0,57,31,0,81,4
1518969575,cardioem,1,1,2016,335445,82,1,50,19,1,56,2
1174749956,cardioem,1,1,2016,335445,85,0,36,10,0,67,3
1447291182,cardioem,0,1,2016,298016,87,0,57,34,0,9,1
1992753842,cardioem,1,2,2016,121278,87,0,53,20,1,357,3
1134150402,cardioem,0,1,2016,253773,91,0,62,27,1,22,2
1477782910,cardioem,1,1,2016,271026,91,0,40,15,0,22,1
1104914019,cardioem,0,1,2016,270897,96,0,44,17,0,54,3
1215910328,cardioem,1,1,2016,203623,102,1,45,19,1,30,1
1245511344,cardioem,1,1,2016,316394,102,1,32,10,0,30,1
1508825753,cardioem,1,1,2016,293199,102,0,52,26,1,30,2
1992857577,cardioem,1,1,2016,203623,102,0,51,24,1,30,5
1073833828,cardioem,1,1,2016,279439,103,1,32,6,1,108,1
1124056668,cardioem,0,1,2016,317062,103,1,36,10,1,108,1
1437154366,cardioem,1,1,2016,279439,103,0,50,19,1,108,2
1609864842,cardioem,1,1,2016,279439,103,1,52,24,1,108,2
1649202896,cardioem,1,1,2016,316402,103,0,61,35,1,108,1
1801871660,cardioem,1,1,2016,279439,103,1,54,27,1,108,1
1083600183,cardioem,0,1,2016,316377,104,1,49,26,0,16,1
1922094036,cardioem,0,1,2016,316377,104,0,50,26,0,16,3
1003850066,cardioem,0,1,2016,316476,105,0,59,34,1,12,2
1902883531,cardioem,1,1,2016,328283,106,0,55,30,0,20,1
1982809950,cardioem,0,1,2016,316429,106,1,38,12,1,20,2
1497716559,cardioem,0,1,2016,317164,107,0,59,29,1,8,2
1154550663,cardioem,0,1,2016,293416,109,1,41,10,0,64,3
1679887632,cardioem,0,2,2016,16150,109,1,35,6,1,339,2
1720071665,cardioem,1,1,2016,115187,109,1,54,30,1,64,3
1942263033,cardioem,1,1,2016,16533,109,1,42,18,0,64,3
1992787113,cardioem,1,1,2016,16533,109,0,49,14,1,64,1
1447203393,cardioem,0,2,2016,16941,110,1,53,25,1,232,3
1205112901,cardioem,1,1,2016,113226,111,1,34,7,0,119,2
1215166079,cardioem,1,1,2016,16533,111,1,33,7,0,119,1
1336300037,cardioem,0,1,2016,222221,111,0,36,11,1,119,4
1700041506,cardioem,1,1,2016,16150,111,1,35,10,0,119,2
1114157112,cardioem,0,1,2016,177189,113,0,37,12,0,229,2
1154539815,cardioem,0,1,2016,223171,113,1,38,12,0,229,2
1275502981,cardioem,0,1,2016,219921,113,0,45,20,1,229,1
1386752806,cardioem,0,1,2016,177189,113,0,44,20,0,229,4
1538229075,cardioem,0,1,2016,86004,113,0,50,24,1,229,1
1548585615,cardioem,0,1,2016,224174,113,1,31,6,0,229,2
1922130228,cardioem,0,1,2016,224174,113,0,50,18,1,229,1
1952574840,cardioem,1,1,2016,217717,113,1,41,16,0,229,4
1851617427,cardioem,1,1,2016,120311,115,1,34,6,0,25,2
1104824861,cardioem,0,1,2016,95987,116,0,42,19,0,45,1
1134158702,cardioem,0,1,2016,252947,116,0,51,14,1,45,1
1427029743,cardioem,0,1,2016,60006,116,1,57,27,1,45,1
1740288521,cardioem,0,1,2016,54133,116,0,61,37,0,45,1
1174517122,cardioem,0,1,2016,133177,118,1,42,16,1,237,4
1184855785,cardioem,0,1,2016,178153,118,1,37,9,1,237,2
1235197666,cardioem,0,1,2016,267562,118,0,51,25,0,237,4
1306097035,cardioem,1,1,2016,247184,118,0,42,18,1,237,3
1568568459,cardioem,0,1,2016,11815,118,0,62,36,1,237,1
1710951694,cardioem,1,1,2016,264635,118,0,62,33,1,237,1
1811000391,cardioem,1,1,2016,266011,118,0,53,28,1,237,2
1891981734,cardioem,0,1,2016,61429,118,0,40,12,1,237,2
1912999608,cardioem,1,1,2016,264635,118,0,55,29,1,237,1
1144269986,cardioem,0,1,2016,113756,119,0,68,40,1,92,1
1548244577,cardioem,1,1,2016,65645,119,0,67,40,1,92,1
1558392134,cardioem,0,1,2016,69798,119,0,45,8,0,92,1
1568621407,cardioem,1,1,2016,137165,119,0,38,8,0,92,1
1578528238,cardioem,1,1,2016,137165,119,0,51,25,1,92,3
1659437093,cardioem,1,1,2016,98766,119,1,60,31,1,92,1
1699745943,cardioem,0,1,2016,54133,119,0,47,21,1,92,3
1750370755,cardioem,0,1,2016,266828,119,0,65,39,1,92,3
1770560260,cardioem,1,1,2016,137165,119,0,54,21,1,92,3
1497981187,cardioem,1,1,2016,174215,122,1,38,12,0,45,3
1992771869,cardioem,0,1,2016,62159,122,0,59,34,0,45,3
1184856155,cardioem,1,1,2016,249150,123,1,40,7,0,120,1
1467457721,cardioem,0,1,2016,252236,123,0,77,53,1,120,8
1508052754,cardioem,1,1,2016,248249,123,1,36,10,1,120,1
1659361939,cardioem,1,1,2016,249150,123,0,41,13,1,120,1
1962504787,cardioem,0,1,2016,39666,123,0,56,29,1,120,4
1053353318,cardioem,0,1,2016,247202,127,1,63,38,1,280,3
1114108669,cardioem,1,1,2016,249756,127,1,42,16,1,280,1
1124245816,cardioem,0,1,2016,54133,127,1,39,14,1,280,1
1134175938,cardioem,1,1,2016,264635,127,0,49,25,0,280,5
1134359854,cardioem,0,1,2016,267705,127,0,38,10,0,280,5
1174850937,cardioem,0,1,2016,177771,127,0,64,36,1,280,1
1326061649,cardioem,1,2,2016,264635,127,0,54,27,1,372,5
1427242866,cardioem,1,1,2016,68584,127,0,47,26,0,280,3
1104144419,cardioem,0,1,2016,209528,129,0,35,6,0,51,4
1821231440,cardioem,1,1,2016,160482,129,1,45,11,0,51,1
1174962807,cardioem,1,1,2016,187217,130,0,57,31,1,268,5
1356669683,cardioem,0,1,2016,117596,130,1,43,6,1,268,5
1396716528,cardioem,1,1,2016,251285,130,1,50,25,1,268,5
1487848578,cardioem,1,1,2016,251440,130,0,47,17,0,268,2
1609833284,cardioem,1,1,2016,187217,130,0,61,33,1,268,4
1619947041,cardioem,0,1,2016,251125,130,0,60,36,1,268,1
1700092608,cardioem,1,1,2016,119866,130,1,53,29,1,268,1
1700847449,cardioem,1,1,2016,251285,130,1,41,15,1,268,4
1740332485,cardioem,0,1,2016,132488,130,0,62,35,0,268,4
1811209687,cardioem,1,1,2016,187217,130,1,39,16,1,268,3
1225295728,cardioem,0,1,2016,267032,131,0,63,37,0,30,1
1265524391,cardioem,0,1,2016,127764,133,0,74,48,1,9,1
1528201407,cardioem,0,1,2016,108461,134,0,40,7,1,39,1
1548498512,cardioem,0,1,2016,241818,134,1,49,24,1,39,4
1932103983,cardioem,0,1,2016,59346,134,0,47,20,1,39,1
1205070711,cardioem,1,1,2016,55866,137,0,35,7,1,48,2
1457364028,cardioem,1,1,2016,55866,137,0,47,18,0,48,4
1679898332,cardioem,1,1,2016,265893,137,0,44,15,0,48,3
1811901390,cardioem,1,1,2016,265893,137,0,52,11,0,48,2
1861509176,cardioem,1,1,2016,252007,139,0,57,8,1,33,4
1275598278,cardioem,0,1,2016,137478,140,0,38,12,1,34,2
1912995226,cardioem,0,1,2016,133193,140,1,62,36,1,34,1
1013172139,cardioem,1,1,2016,189298,141,1,44,12,0,90,2
1184638868,cardioem,0,1,2016,145381,141,0,59,22,1,90,1
1316902505,cardioem,0,1,2016,252947,141,1,52,17,1,90,1
1699088104,cardioem,0,1,2016,181558,141,0,38,13,1,90,3
1851377071,cardioem,1,1,2016,87988,141,0,43,15,1,90,1
1861459117,cardioem,0,1,2016,325348,141,1,58,17,1,90,1
1982742524,cardioem,0,1,2016,80588,141,1,62,38,1,90,1
1063410827,cardioem,0,1,2016,242031,144,1,45,19,1,355,1
1114120169,cardioem,1,1,2016,121888,144,1,35,9,0,355,2
1114296910,cardioem,0,1,2016,59559,144,1,41,17,0,355,2
1265415269,cardioem,1,1,2016,121888,144,1,49,17,1,355,3
1417231457,cardioem,0,1,2016,117932,144,1,39,14,0,355,1
1568783124,cardioem,1,1,2016,121888,144,1,32,6,1,355,1
1629307277,cardioem,1,1,2016,66765,144,0,37,9,1,355,6
1669766069,cardioem,0,1,2016,241325,144,1,32,5,1,355,7
1972737013,cardioem,0,1,2016,242070,144,1,34,7,1,355,8
1003801895,cardioem,0,1,2016,113594,149,0,48,26,1,46,2
1225138456,cardioem,0,1,2016,208561,149,0,50,23,1,46,1
1558384776,cardioem,0,1,2016,92821,149,0,58,31,1,46,3
1710087614,cardioem,0,1,2016,170829,149,0,58,31,1,46,1
1821223256,cardioem,1,1,2016,182874,149,1,36,7,1,46,1
1164628756,cardioem,1,1,2016,342243,150,0,42,9,1,66,1
1790949956,cardioem,0,1,2016,342304,150,0,38,11,1,66,2
1043322217,cardioem,0,1,2016,58920,151,1,56,14,1,31,2
1508877788,cardioem,0,1,2016,302807,151,1,36,10,1,31,3
1669588315,cardioem,0,1,2016,302807,151,0,41,12,1,31,1
1972540870,cardioem,0,1,2016,58920,151,0,43,13,1,31,3
1033381439,cardioem,0,1,2016,202859,155,0,69,46,0,59,2
1073537643,cardioem,0,1,2016,150258,155,0,55,23,0,59,3
1457328874,cardioem,0,1,2016,102502,155,0,51,27,1,59,1
1568488708,cardioem,1,2,2016,149996,155,0,50,27,1,235,3
1457388928,cardioem,0,1,2016,202859,156,0,64,30,1,183,4
1831344373,cardioem,1,1,2016,146891,156,1,34,8,0,183,1
1568625465,cardioem,1,1,2016,147425,161,1,41,10,0,81,2
1740284074,cardioem,0,1,2016,149695,161,0,49,25,1,81,3
1811056880,cardioem,0,1,2016,138063,163,0,77,44,1,47,3
1053440008,cardioem,1,1,2016,147089,166,1,37,11,0,79,5
1336449214,cardioem,0,1,2016,243018,170,1,40,14,0,31,4
1144362773,cardioem,1,1,2016,160425,171,0,38,14,0,36,1
1447580022,cardioem,0,1,2016,122715,171,0,43,,1,36,2
1649361858,cardioem,0,1,2016,105443,172,0,44,21,0,46,1
1255343026,cardioem,1,1,2016,152459,173,1,52,23,1,25,1
1326297987,cardioem,0,1,2016,243018,175,0,49,10,1,9,3
1366489569,cardioem,1,1,2016,141879,179,0,46,14,1,25,1
1366616435,cardioem,0,1,2016,101999,179,1,35,13,0,25,1
1174573281,cardioem,1,1,2016,73614,181,1,69,21,0,38,1
1699975185,cardioem,1,1,2016,69549,183,0,41,18,0,173,4
1871688853,cardioem,0,1,2016,141871,183,0,50,23,1,173,1
1154378602,cardioem,1,1,2016,141839,187,1,54,19,1,31,3
1386649341,cardioem,0,1,2016,167057,191,1,45,18,1,17,2
1124257019,cardioem,1,1,2016,167080,192,1,34,7,1,48,3
1447273495,cardioem,1,1,2016,166672,192,0,38,11,1,48,1
1538276894,cardioem,1,1,2016,167057,192,1,45,21,1,48,2
1811162779,cardioem,1,1,2016,167080,192,0,38,12,1,48,2
1205833860,cardioem,0,1,2016,167108,194,0,47,25,0,29,2
1750349023,cardioem,0,1,2016,204868,201,0,58,28,1,59,2
1487874962,cardioem,0,1,2016,261151,204,1,37,11,1,89,1
1932159852,cardioem,0,1,2016,261151,204,0,37,11,1,89,2
1114900016,cardioem,0,1,2016,188712,205,0,41,16,0,97,1
1952511917,cardioem,1,1,2016,256607,205,0,40,13,1,97,4
1265637870,cardioem,0,1,2016,189166,214,1,38,10,1,10,1
1801081245,cardioem,0,1,2016,327475,214,0,41,16,0,10,1
1174733489,cardioem,1,1,2016,274021,216,0,38,11,1,31,3
1013151091,cardioem,0,1,2016,171949,218,0,34,8,1,56,4
1053541565,cardioem,0,1,2016,288631,219,1,34,7,1,41,3
1629365358,cardioem,0,1,2016,120612,220,1,32,5,1,12,1
1003044488,cardioem,1,1,2016,835,222,0,41,7,1,87,3
1053593962,cardioem,0,1,2016,1111,222,1,47,20,1,87,1
1104906155,cardioem,1,1,2016,557,222,1,45,19,0,87,2
1427014869,cardioem,0,1,2016,548,222,0,55,29,1,87,1
1922291566,cardioem,1,1,2016,550,222,1,45,12,1,87,2
1003040726,cardioem,1,1,2016,293954,223,0,68,35,1,226,4
1356679138,cardioem,0,1,2016,194212,223,0,45,16,1,226,6
1821264425,cardioem,1,1,2016,216307,223,0,40,10,1,226,4
1689780579,cardioem,1,1,2016,218945,225,1,49,22,1,40,6
1740342161,cardioem,0,1,2016,92054,226,1,40,12,0,67,2
1154337681,cardioem,0,1,2016,219695,227,0,43,19,0,456,4
1245488105,cardioem,1,1,2016,118578,227,1,41,15,1,456,2
1245548643,cardioem,1,1,2016,118578,227,0,37,13,0,456,1
1427066224,cardioem,0,1,2016,9688,227,1,41,14,1,456,3
1508157371,cardioem,1,2,2016,10207,227,1,31,5,1,541,2
1679510838,cardioem,1,1,2016,10039,227,1,48,25,1,456,1
1780613935,cardioem,1,1,2016,10039,227,0,57,29,1,456,1
1912160045,cardioem,1,1,2016,10422,227,0,34,8,0,456,1
1316181027,cardioem,0,1,2016,298481,230,1,35,7,1,53,1
1558335174,cardioem,0,1,2016,9455,230,1,63,38,1,53,2
1033341821,cardioem,1,1,2016,158312,232,0,39,11,0,99,1
1417245515,cardioem,1,1,2016,158312,232,0,34,11,0,99,2
1437448057,cardioem,1,1,2016,160953,232,1,32,5,1,99,1
1770672636,cardioem,1,1,2016,160953,232,1,48,16,1,99,2
1487632493,cardioem,0,1,2016,206631,233,0,59,31,1,44,2
1578867404,cardioem,0,1,2016,159483,233,0,52,28,1,44,1
1396997912,cardioem,0,1,2016,188260,234,0,36,8,1,104,1
1578522686,cardioem,0,1,2016,298770,234,0,74,42,1,104,2
1689962136,cardioem,0,1,2016,210031,234,0,33,6,1,104,1
1083678601,cardioem,1,1,2016,154607,238,0,53,32,0,29,4
1154388734,cardioem,0,1,2016,160951,239,1,60,25,1,38,2
1770614000,cardioem,0,1,2016,154664,240,0,47,20,1,11,1
1942470042,cardioem,0,1,2016,154664,240,0,36,11,0,11,1
1811195712,cardioem,0,1,2016,137203,242,0,38,9,1,8,1
1861784340,cardioem,0,1,2016,157972,244,1,38,6,0,20,1
1568430122,cardioem,0,1,2016,108295,245,0,61,29,1,88,2
1609009778,cardioem,1,1,2016,158315,246,0,34,7,1,45,1
1225264997,cardioem,0,2,2016,164305,250,1,33,7,0,84,2
1730314253,cardioem,1,1,2016,164059,250,1,41,7,1,16,1
1114136074,cardioem,1,1,2016,162123,251,1,44,13,1,171,1
1134195027,cardioem,1,1,2016,147342,251,1,56,19,1,171,2
1235176975,cardioem,1,1,2016,164026,251,1,38,11,1,171,1
1588631386,cardioem,1,1,2016,164180,251,0,41,13,0,171,1
1770739732,cardioem,0,1,2016,164692,251,1,36,8,0,171,1
1174852172,cardioem,1,2,2016,164358,253,1,34,10,0,315,4
1669484515,cardioem,0,1,2016,208990,257,0,46,17,1,12,3
1720039043,cardioem,0,1,2016,273871,257,0,64,39,1,12,1
1255596052,cardioem,1,1,2016,264621,259,1,34,8,0,45,1
1003128463,cardioem,0,2,2016,183441,260,0,35,6,0,42,3
1720303266,cardioem,1,1,2016,260093,262,1,33,6,1,12,1
1427285576,cardioem,1,1,2016,327633,264,0,34,10,0,43,1
1508197997,cardioem,0,1,2016,59562,264,0,36,12,0,43,6
1750335055,cardioem,1,1,2016,327633,264,0,62,19,1,43,1
1255511309,cardioem,0,1,2016,111018,267,1,46,10,1,20,5
1003840547,cardioem,0,1,2016,211648,268,0,48,14,1,167,1
1396078226,cardioem,1,1,2016,211941,268,0,34,8,1,167,1
1689806978,cardioem,1,1,2016,172266,270,0,33,10,0,22,2
1316984859,cardioem,0,1,2016,158860,273,0,55,20,1,224,3
1326276486,cardioem,0,1,2016,158860,273,0,45,9,0,224,1
1346480480,cardioem,1,1,2016,168634,273,0,50,7,0,224,1
1407887979,cardioem,1,1,2016,169898,273,1,47,20,1,224,2
1558596668,cardioem,1,1,2016,91918,273,0,33,7,1,224,1
1831145911,cardioem,0,1,2016,170474,273,0,62,36,1,224,2
1093842031,cardioem,0,1,2016,150030,274,1,49,23,1,21,2
1295753531,cardioem,0,1,2016,6367,277,0,39,14,1,24,1
1033103908,cardioem,1,1,2016,137407,279,0,68,42,1,108,1
1174586861,cardioem,0,1,2016,190868,279,0,64,34,1,108,1
1346546785,cardioem,1,1,2016,111436,279,0,34,8,1,108,1
1417939844,cardioem,0,1,2016,94867,279,0,67,41,1,108,3
1447439682,cardioem,0,1,2016,52361,279,0,51,17,1,108,1
1457655482,cardioem,1,1,2016,326497,279,1,57,22,1,108,1
1649214321,cardioem,1,1,2016,326497,279,1,66,19,1,108,1
1811174089,cardioem,1,1,2016,326497,279,0,43,10,1,108,3
1952394371,cardioem,1,1,2016,137407,279,1,67,42,1,108,1
1598016636,cardioem,0,1,2016,328289,280,1,34,8,0,32,3
1831377860,cardioem,1,1,2016,61959,280,1,36,10,1,32,2
1265480800,cardioem,1,1,2016,78647,281,0,42,12,1,25,2
1043332224,cardioem,1,1,2016,3902,282,1,45,20,0,56,1
1467749622,cardioem,1,1,2016,3644,282,1,35,11,0,56,1
1134290224,cardioem,0,2,2016,113027,283,0,37,13,1,419,3
1417251703,cardioem,0,1,2016,237201,283,0,44,9,0,298,1
1609166461,cardioem,0,1,2016,82732,283,0,32,5,0,298,2
1649577495,cardioem,0,1,2016,204667,283,1,31,9,0,298,3
1669415410,cardioem,1,1,2016,80119,283,1,42,14,1,298,3
1992963169,cardioem,0,1,2016,58608,283,0,39,10,0,298,2
1255316675,cardioem,0,1,2016,78125,284,1,65,41,0,139,1
1508865411,cardioem,1,1,2016,132124,284,1,41,15,0,139,1
1720071541,cardioem,1,1,2016,56897,285,1,50,25,1,114,2
1750306411,cardioem,1,1,2016,56897,285,0,59,33,1,114,1
1346303047,cardioem,0,1,2016,101175,288,1,44,18,0,127,1
1669482428,cardioem,0,1,2016,207294,288,0,49,19,1,127,3
1730258070,cardioem,1,1,2016,179415,288,1,42,17,1,127,2
1023270253,cardioem,0,1,2016,186396,289,0,51,27,1,118,3
1780846915,cardioem,0,1,2016,79269,292,1,37,8,1,51,1
1003943416,cardioem,0,1,2016,321421,293,0,58,32,1,75,3
1770554149,cardioem,0,1,2016,165397,293,0,48,14,1,75,2
1770789125,cardioem,0,1,2016,321693,293,0,60,34,1,75,1
1811317894,cardioem,0,1,2016,321479,293,1,34,5,0,75,2
1821032970,cardioem,0,1,2016,323482,293,0,62,29,1,75,1
1841428075,cardioem,0,1,2016,317034,293,0,33,7,1,75,3
1912018870,cardioem,0,1,2016,321471,293,1,42,9,1,75,2
1477528537,cardioem,1,1,2016,38238,295,1,56,28,1,158,1
1811138845,cardioem,1,1,2016,187016,295,1,45,12,1,158,1
1548452634,cardioem,1,1,2016,41179,296,1,38,15,0,17,1
1144380114,cardioem,0,1,2016,195220,301,0,58,30,0,509,4
1225019946,cardioem,1,1,2016,204710,301,0,60,31,1,509,6
1427284892,cardioem,0,1,2016,25664,301,1,35,7,1,509,2
1457442956,cardioem,0,2,2016,52603,301,0,62,34,1,1009,6
1477544096,cardioem,0,1,2016,204244,301,0,57,21,0,509,2
1396090411,cardioem,0,1,2016,66636,303,0,31,6,1,555,1
1588774657,cardioem,1,1,2016,257947,303,0,56,29,1,555,3
1861453631,cardioem,0,1,2016,118950,303,0,62,35,1,555,1
1881837201,cardioem,0,1,2016,35780,303,0,36,9,1,555,2
1114284999,cardioem,0,1,2016,43634,307,0,35,11,0,65,2
1912132796,cardioem,1,1,2016,35818,308,1,36,10,0,130,1
1073512984,cardioem,1,1,2016,229403,309,0,55,31,1,38,4
1245206853,cardioem,0,1,2016,67500,311,0,61,34,1,118,2
1629389184,cardioem,1,1,2016,230786,311,1,36,8,0,118,1
1811962574,cardioem,0,1,2016,100699,311,0,57,14,1,118,2
1518992072,cardioem,1,1,2016,231845,314,1,55,20,1,50,1
1528050424,cardioem,1,1,2016,231845,314,0,56,27,1,50,1
1831184282,cardioem,1,1,2016,229678,314,0,56,29,1,50,2
1710074273,cardioem,1,1,2016,176287,315,1,35,10,1,18,2
1124008156,cardioem,0,1,2016,230627,318,0,49,19,0,107,5
1508818873,cardioem,0,1,2016,231350,318,1,46,21,1,107,1
1578791422,cardioem,0,1,2016,230100,318,1,37,13,1,107,2
1851605919,cardioem,0,1,2016,124755,318,0,33,10,0,107,3
1962433805,cardioem,1,1,2016,106275,318,0,59,23,1,107,2
1356338016,cardioem,0,1,2016,181037,320,0,61,28,1,62,1
1477758142,cardioem,0,1,2016,230227,320,0,36,9,1,62,2
1992026579,cardioem,1,1,2016,229575,320,0,34,7,1,62,5
1174844286,cardioem,0,1,2016,164247,322,1,33,6,1,13,1
1043206295,cardioem,1,1,2016,140070,325,0,60,35,1,45,1
1811986144,cardioem,0,1,2016,140627,325,0,53,26,1,45,1
1952543993,cardioem,1,1,2016,140458,326,0,35,11,1,42,3
1386762714,cardioem,1,1,2016,256685,327,1,48,22,1,89,1
1730168659,cardioem,0,1,2016,121617,328,1,46,20,1,212,1
1003059684,cardioem,1,1,2016,130310,329,1,41,15,0,191,5
1275855207,cardioem,0,1,2016,56061,329,0,47,22,0,191,1
1508153776,cardioem,1,1,2016,130157,329,1,37,9,0,191,1
1215909791,cardioem,1,1,2016,100782,330,1,44,19,1,51,1
1982689535,cardioem,0,1,2016,130159,330,0,47,21,1,51,1
1548252315,cardioem,0,1,2016,158332,334,0,49,14,1,51,1
1689637258,cardioem,1,1,2016,151399,335,0,56,31,1,37,1
1659366508,cardioem,0,1,2016,303607,340,0,70,43,1,63,2
1912183138,cardioem,1,1,2016,277031,340,0,39,11,1,63,1
1023049541,cardioem,0,1,2016,331915,342,1,65,39,1,25,1
1518198233,cardioem,0,1,2016,332825,342,0,37,12,0,25,1
1013970540,cardioem,0,1,2016,160420,343,0,50,21,1,19,5
1083680201,cardioem,0,2,2016,55070,343,0,59,25,1,46,2
1164696969,cardioem,0,1,2016,56903,343,0,39,15,0,19,4
1245598416,cardioem,1,1,2016,333136,343,0,35,9,0,19,2
1306006143,cardioem,0,1,2016,332460,343,0,50,8,1,19,3
1720219520,cardioem,1,1,2016,333136,343,1,36,9,0,19,1
1932129483,cardioem,0,1,2016,331928,343,1,40,13,1,19,2
